"input.source","input.name","input.ap","input.states","input.edges","input.transitions","input.acc_sets","input.scc","input.nondetstates","input.nondeterministic","input.alternating","tool","exit_status","exit_code","time","output.ap","output.states","output.edges","output.transitions","output.acc_sets","output.scc","output.nondetstates","output.nondeterministic","output.alternating"
"random_automata.hoa:856.1-887.7",,3,7,16,16,2,1,2,1,0,"Seminator+","ok",0,0.0203328,3,46,150,255,1,5,5,1,0
"random_automata.hoa:856.1-887.7",,3,7,16,16,2,1,2,1,0,"Kofola+","ok",0,0.0178038,3,43,161,260,1,4,12,1,0
"random_automata.hoa:888.1-903.7",,3,3,4,4,2,1,0,0,0,"SaG+","ok",0,0.0865372,3,6,11,35,1,3,1,1,0
"random_automata.hoa:888.1-903.7",,3,3,4,4,2,1,0,0,0,"Autfilt+","ok",0,0.00609077,3,6,11,35,1,3,1,1,0
"random_automata.hoa:888.1-903.7",,3,3,4,4,2,1,0,0,0,"Seminator+","ok",0,0.0176789,3,6,11,35,1,3,1,1,0
"random_automata.hoa:888.1-903.7",,3,3,4,4,2,1,0,0,0,"Kofola+","ok",0,0.0198902,3,6,11,35,1,3,1,1,0
"random_automata.hoa:904.1-937.7",,3,7,18,18,2,1,2,1,0,"SaG+","ok",0,0.228005,3,108,436,723,1,24,13,1,0
"random_automata.hoa:904.1-937.7",,3,7,18,18,2,1,2,1,0,"Autfilt+","ok",0,0.0115752,3,41,167,267,1,5,18,1,0
"random_automata.hoa:904.1-937.7",,3,7,18,18,2,1,2,1,0,"Seminator+","ok",0,0.0531061,3,57,185,294,1,13,18,1,0
"random_automata.hoa:904.1-937.7",,3,7,18,18,2,1,2,1,0,"Kofola+","ok",0,0.0173595,3,41,170,270,1,5,18,1,0
"random_automata.hoa:938.1-969.7",,3,7,16,16,2,4,2,1,0,"SaG+","ok",0,0.093877,3,29,93,186,1,16,5,1,0
"random_automata.hoa:938.1-969.7",,3,7,16,16,2,4,2,1,0,"Autfilt+","ok",0,0.00428981,3,6,18,40,1,3,3,1,0
"random_automata.hoa:938.1-969.7",,3,7,16,16,2,4,2,1,0,"Seminator+","ok",0,0.0123277,3,8,22,49,1,4,2,1,0
"random_automata.hoa:938.1-969.7",,3,7,16,16,2,4,2,1,0,"Kofola+","ok",0,0.0112244,3,6,18,40,1,3,3,1,0
"random_automata.hoa:970.1-997.7",,3,6,13,13,2,2,2,1,0,"SaG+","ok",0,0.0737594,3,14,31,75,1,4,1,1,0
"random_automata.hoa:970.1-997.7",,3,6,13,13,2,2,2,1,0,"Autfilt+","ok",0,0.00425936,3,11,23,52,1,4,2,1,0
"random_automata.hoa:970.1-997.7",,3,6,13,13,2,2,2,1,0,"Seminator+","ok",0,0.0132813,3,14,32,76,1,5,2,1,0
"random_automata.hoa:970.1-997.7",,3,6,13,13,2,2,2,1,0,"Kofola+","ok",0,0.0135488,3,12,29,79,1,4,2,1,0
"random_automata.hoa:998.1-1022.7",,3,6,10,10,2,2,0,0,0,"SaG+","ok",0,0.0699189,3,11,23,63,1,3,1,1,0
"random_automata.hoa:998.1-1022.7",,3,6,10,10,2,2,0,0,0,"Autfilt+","ok",0,0.00470594,3,11,22,56,1,3,1,1,0
"random_automata.hoa:998.1-1022.7",,3,6,10,10,2,2,0,0,0,"Seminator+","ok",0,0.0124394,3,12,25,65,1,4,2,1,0
"random_automata.hoa:998.1-1022.7",,3,6,10,10,2,2,0,0,0,"Kofola+","ok",0,0.0138168,3,11,23,63,1,3,1,1,0
"random_automata.hoa:1023.1-1050.7",,3,6,13,13,2,1,1,1,0,"SaG+","ok",0,0.0855226,3,16,46,97,1,4,2,1,0
